_id,city_code,city_name,name,street_type
63fd0ccf8cbfb5572cacb42b,7110100000,Черкаси,Ватутіна,вулиця
63fd0ccf8cbfb5572cacb432,7110100000,Черкаси,Вишнева,вулиця
63fd0ccf8cbfb5572cacb439,7110100000,Черкаси,Володарського,вулиця
63fd0ccf8cbfb5572cacb450,7110100000,Черкаси,Грибна,вулиця
63fd0ccf8cbfb5572cacb462,7110100000,Черкаси,Дніпровський,провулок
63fd0ccf8cbfb5572cacb466,7110100000,Черкаси,Енергетичний,провулок
63fd0ccf8cbfb5572cacb46a,7110100000,Черкаси,Жуковського,провулок
63fd0ccf8cbfb5572cacb47f,7110100000,Черкаси,Івана Ле,вулиця
63fd0ccf8cbfb5572cacb483,7110100000,Черкаси,ІІ-а Приміська,вулиця
63fd0ccf8cbfb5572cacb484,7110100000,Черкаси,ІІ-й Комсомольський,провулок
63fd0ccf8cbfb5572cacb48c,7110100000,Черкаси,Карбишева,вулиця
63fd0ccf8cbfb5572cacb4ae,7110100000,Черкаси,Кузнєцова,вулиця
63fd0ccf8cbfb5572cacb4e3,7110100000,Черкаси,Нечуя -Левицького,вулиця
63fd0ccf8cbfb5572cacb4ec,7110100000,Черкаси,Орджонікідзе,провулок
63fd0ccf8cbfb5572cacb4f4,7110100000,Черкаси,Паризької Комуни,вулиця
63fd0ccf8cbfb5572cacb500,7110100000,Черкаси,Перемоги,провулок
63fd0ccf8cbfb5572cacb503,7110100000,Черкаси,Петровського,вулиця
63fd0ccf8cbfb5572cacb513,7110100000,Черкаси,Полянський,провулок
63fd0ccf8cbfb5572cacb51d,7110100000,Черкаси,Пролетарська,вулиця
63fd0ccf8cbfb5572cacb526,7110100000,Черкаси,Радгоспний,провулок
63fd0ccf8cbfb5572cacb528,7110100000,Черкаси,Радянська,вулиця
63fd0ccf8cbfb5572cacb53f,7110100000,Черкаси,Семашка,провулок
63fd0ccf8cbfb5572cacb545,7110100000,Черкаси,Сєдова,провулок
63fd0ccf8cbfb5572cacb54a,7110100000,Черкаси,Слави,площа
63fd0ccf8cbfb5572cacb551,7110100000,Черкаси,Спортивний,провулок
63fd0ccf8cbfb5572cacb552,7110100000,Черкаси,Станційний,проїзд
63fd0ccf8cbfb5572cacb57c,7110100000,Черкаси,Харківський,провулок
63fd0ccf8cbfb5572cacb405,7110100000,Черкаси,"XX-го Партз'їзду",провулок
63fd0ccf8cbfb5572cacb402,7110100000,Черкаси,8-го Березня,провулок
63fd0ccf8cbfb5572cacb40e,7110100000,Черкаси,Архітектора Городецького,вулиця
63fd0ccf8cbfb5572cacb429,7110100000,Черкаси,Василицька,вулиця
63fd0ccf8cbfb5572cacb433,7110100000,Черкаси,Вишневий,провулок
63fd0ccf8cbfb5572cacb457,7110100000,Черкаси,Громова,провулок
63fd0ccf8cbfb5572cacb464,7110100000,Черкаси,Дружби,провулок
63fd0ccf8cbfb5572cacb477,7110100000,Черкаси,Зої Космодем’янської,провулок
63fd0ccf8cbfb5572cacb485,7110100000,Черкаси,ІІІ-й Комсомольський,провулок
63fd0ccf8cbfb5572cacb49b,7110100000,Черкаси,Корнійчука,провулок
63fd0ccf8cbfb5572cacb4a3,7110100000,Черкаси,Коцюбинського,провулок
63fd0ccf8cbfb5572cacb4d1,7110100000,Черкаси,Мініна і Пожарського,вулиця
63fd0ccf8cbfb5572cacb4de,7110100000,Черкаси,Невського,провулок
63fd0ccf8cbfb5572cacb4f7,7110100000,Черкаси,Парковий,узвіз
63fd0ccf8cbfb5572cacb501,7110100000,Черкаси,Першотравнева,вулиця
63fd0ccf8cbfb5572cacb514,7110100000,Черкаси,Попова,провулок
63fd0ccf8cbfb5572cacb520,7110100000,Черкаси,Промисловий,провулок
63fd0ccf8cbfb5572cacb54f,7110100000,Черкаси,Софії Ковалевської,провулок
63fd0ccf8cbfb5572cacb567,7110100000,Черкаси,Тараскова,вулиця
63fd0ccf8cbfb5572cacb569,7110100000,Черкаси,Тимірязєва,провулок
63fd0ccf8cbfb5572cacb575,7110100000,Черкаси,Фадєєва,провулок
63fd0ccf8cbfb5572cacb57f,7110100000,Черкаси,Хоменка,вулиця
63fd0ccf8cbfb5572cacb587,7110100000,Черкаси,Чапаєва,провулок
63fd0ccf8cbfb5572cacb58f,7110100000,Черкаси,Чигиринський,провулок
63fd0ccf8cbfb5572cacb44e,7110100000,Черкаси,Горького,вулиця
63fd0ccf8cbfb5572cacb44f,7110100000,Черкаси,Гречухи,вулиця
63fd0ccf8cbfb5572cacb45c,7110100000,Черкаси,Дачний,узвіз
63fd0ccf8cbfb5572cacb461,7110100000,Черкаси,Дзержинського,узвіз
63fd0ccf8cbfb5572cacb478,7110100000,Черкаси,Золотоніська,вулиця
63fd0ccf8cbfb5572cacb481,7110100000,Черкаси,Івана Франка,вулиця
63fd0ccf8cbfb5572cacb4b9,7110100000,Черкаси,Лісова просіка,вулиця
63fd0ccf8cbfb5572cacb4ea,7110100000,Черкаси,Онопрієнка,вулиця
63fd0ccf8cbfb5572cacb4ff,7110100000,Черкаси,Перемоги,площа
63fd0ccf8cbfb5572cacb50f,7110100000,Черкаси,Поліграфічний,провулок
63fd0ccf8cbfb5572cacb543,7110100000,Черкаси,Сержанта Смірнова,вулиця
63fd0ccf8cbfb5572cacb546,7110100000,Черкаси,Симоненка,вулиця
63fd0ccf8cbfb5572cacb55b,7110100000,Черкаси,Стрілецький,узвіз
63fd0ccf8cbfb5572cacb56c,7110100000,Черкаси,Тищенка,вулиця
63fd0ccf8cbfb5572cacb574,7110100000,Черкаси,Ушакова,провулок
63fd0ccf8cbfb5572cacb57b,7110100000,Черкаси,Халтуріна,провулок
63fd0ccf8cbfb5572cacb58c,7110100000,Черкаси,Черняхівського,провулок
63fd0ccf8cbfb5572cacb597,7110100000,Черкаси,Якубовського,вулиця
63fd0ccf8cbfb5572cacb40b,7110100000,Черкаси,Академіка Корольова,вулиця
63fd0ccf8cbfb5572cacb411,7110100000,Черкаси,Атамановського,провулок
63fd0ccf8cbfb5572cacb414,7110100000,Черкаси,Балакірева,провулок
63fd0ccf8cbfb5572cacb418,7110100000,Черкаси,Благовісна,вулиця
63fd0ccf8cbfb5572cacb420,7110100000,Черкаси,Бориса Захарченка,вулиця
63fd0ccf8cbfb5572cacb43d,7110100000,Черкаси,Гайдамацький,провулок
63fd0ccf8cbfb5572cacb441,7110100000,Черкаси,Гвардійська,вулиця
63fd0ccf8cbfb5572cacb449,7110100000,Черкаси,Герцена,провулок
63fd0ccf8cbfb5572cacb463,7110100000,Черкаси,Добровольського,вулиця
63fd0ccf8cbfb5572cacb472,7110100000,Черкаси,Зелінського,вулиця
63fd0ccf8cbfb5572cacb474,7110100000,Черкаси,Землевпорядна,вулиця
63fd0ccf8cbfb5572cacb475,7110100000,Черкаси,Зінченка,вулиця
63fd0ccf8cbfb5572cacb494,7110100000,Черкаси,Козацька,вулиця
63fd0ccf8cbfb5572cacb498,7110100000,Черкаси,Комунарів,вулиця
63fd0ccf8cbfb5572cacb4a9,7110100000,Черкаси,Крилова,вулиця
